Day,Date,S&P 500,S&P 500 norm,S&P 500 y/y,S&P 500 y/y norm,S&P 500 m/m,S&P 500 m/m norm
16650,1993-10-31,467.83,15.07,0.117,15.07,0.0194,24.54
16651,1993-11-01,461.79,5.7,0.071,5.7,-0.0129,7.57
16680,1993-11-30,461.79,5.7,0.071,5.7,-0.0129,7.57
16681,1993-12-01,466.45,5.7,0.071,5.7,0.0101,19.65
16711,1993-12-31,466.45,5.7,0.071,5.7,0.0101,19.65
16712,1994-01-01,481.61,11.2,0.098,11.2,0.0325,31.42
16742,1994-01-31,481.61,11.2,0.098,11.2,0.0325,31.42
16743,1994-02-01,467.14,2.24,0.054,2.24,-0.03,-1.42
16770,1994-02-28,467.14,2.24,0.054,2.24,-0.03,-1.42
16771,1994-03-01,445.77,-11.41,-0.013,-11.41,-0.0457,-9.67
16801,1994-03-31,445.77,-11.41,-0.013,-11.41,-0.0457,-9.67
16802,1994-04-01,450.91,-3.87,0.024,-3.87,0.0115,20.39
16831,1994-04-30,450.91,-3.87,0.024,-3.87,0.0115,20.39
16832,1994-05-01,456.5,-5.91,0.014,-5.91,0.0124,20.86
16862,1994-05-31,456.5,-5.91,0.014,-5.91,0.0124,20.86
16863,1994-06-01,444.27,-11.61,-0.014,-11.61,-0.0268,0.26
16892,1994-06-30,444.27,-11.61,-0.014,-11.61,-0.0268,0.26
16893,1994-07-01,458.26,-4.07,0.023,-4.07,0.0315,30.9
16923,1994-07-31,458.26,-4.07,0.023,-4.07,0.0315,30.9
16924,1994-08-01,475.49,-3.46,0.026,-3.46,0.0376,34.1
16954,1994-08-31,475.49,-3.46,0.026,-3.46,0.0376,34.1
16955,1994-09-01,462.69,-7.13,0.008,-7.13,-0.0269,0.21
16984,1994-09-30,462.69,-7.13,0.008,-7.13,-0.0269,0.21
16985,1994-10-01,472.35,-6.72,0.01,-6.72,0.0209,25.33
17015,1994-10-31,472.35,-6.72,0.01,-6.72,0.0209,25.33
17016,1994-11-01,453.69,-12.42,-0.018,-12.42,-0.0395,-6.41
17045,1994-11-30,453.69,-12.42,-0.018,-12.42,-0.0395,-6.41
17046,1994-12-01,459.27,-11.81,-0.015,-11.81,0.0123,20.81
17076,1994-12-31,459.27,-11.81,-0.015,-11.81,0.0123,20.81
17077,1995-01-01,470.42,-13.44,-0.023,-13.44,0.0243,27.12
17107,1995-01-31,470.42,-13.44,-0.023,-13.44,0.0243,27.12
17108,1995-02-01,487.39,0.0,0.043,0.0,0.0361,33.32
17135,1995-02-28,487.39,0.0,0.043,0.0,0.0361,33.32
17136,1995-03-01,500.71,16.29,0.123,16.29,0.0273,28.69
17166,1995-03-31,500.71,16.29,0.123,16.29,0.0273,28.69
17167,1995-04-01,514.71,20.16,0.142,20.16,0.028,29.06
17196,1995-04-30,514.71,20.16,0.142,20.16,0.028,29.06
17197,1995-05-01,533.4,25.66,0.169,25.66,0.0363,33.42
17227,1995-05-31,533.4,25.66,0.169,25.66,0.0363,33.42
17228,1995-06-01,544.75,37.27,0.226,37.27,0.0213,25.54
17257,1995-06-30,544.75,37.27,0.226,37.27,0.0213,25.54
17258,1995-07-01,562.06,37.47,0.227,37.47,0.0318,31.06
17288,1995-07-31,562.06,37.47,0.227,37.47,0.0318,31.06
17289,1995-08-01,561.88,28.31,0.182,28.31,-0.0003,14.19
17319,1995-08-31,561.88,28.31,0.182,28.31,-0.0003,14.19
17320,1995-09-01,584.41,44.81,0.263,44.81,0.0401,35.42
17349,1995-09-30,584.41,44.81,0.263,44.81,0.0401,35.42
17350,1995-10-01,581.5,38.29,0.231,38.29,-0.005,11.72
17380,1995-10-31,581.5,38.29,0.231,38.29,-0.005,11.72
17381,1995-11-01,605.37,59.27,0.334,59.27,0.041,35.89
17410,1995-11-30,605.37,59.27,0.334,59.27,0.041,35.89
17411,1995-12-01,615.93,60.69,0.341,60.69,0.0174,23.49
17441,1995-12-31,615.93,60.69,0.341,60.69,0.0174,23.49
17442,1996-01-01,636.02,62.93,0.352,62.93,0.0326,31.48
17472,1996-01-31,636.02,62.93,0.352,62.93,0.0326,31.48
17473,1996-02-01,640.43,55.19,0.314,55.19,0.0069,17.97
17501,1996-02-29,640.43,55.19,0.314,55.19,0.0069,17.97
17502,1996-03-01,645.5,50.1,0.289,50.1,0.0079,18.5
17532,1996-03-31,645.5,50.1,0.289,50.1,0.0079,18.5
17533,1996-04-01,654.17,46.44,0.271,46.44,0.0134,21.39
17562,1996-04-30,654.17,46.44,0.271,46.44,0.0134,21.39
17563,1996-05-01,669.12,42.97,0.254,42.97,0.0229,26.38
17593,1996-05-31,669.12,42.97,0.254,42.97,0.0229,26.38
17594,1996-06-01,670.63,38.29,0.231,38.29,0.0023,15.55
17623,1996-06-30,670.63,38.29,0.231,38.29,0.0023,15.55
17624,1996-07-01,639.95,19.55,0.139,19.55,-0.0457,-9.67
17654,1996-07-31,639.95,19.55,0.139,19.55,-0.0457,-9.67
17655,1996-08-01,651.99,23.83,0.16,23.83,0.0188,24.22
17685,1996-08-31,651.99,23.83,0.16,23.83,0.0188,24.22
17686,1996-09-01,687.31,27.09,0.176,27.09,0.0542,42.83
17715,1996-09-30,687.31,27.09,0.176,27.09,0.0542,42.83
17716,1996-10-01,705.27,34.62,0.213,34.62,0.0261,28.06
17746,1996-10-31,705.27,34.62,0.213,34.62,0.0261,28.06
17747,1996-11-01,757.02,42.36,0.251,42.36,0.0734,52.92
17776,1996-11-30,757.02,42.36,0.251,42.36,0.0734,52.92
17777,1996-12-01,740.74,32.59,0.203,32.59,-0.0215,3.05
17807,1996-12-31,740.74,32.59,0.203,32.59,-0.0215,3.05
17808,1997-01-01,786.16,39.31,0.236,39.31,0.0613,46.56
17838,1997-01-31,786.16,39.31,0.236,39.31,0.0613,46.56
17839,1997-02-01,790.82,39.1,0.235,39.1,0.0059,17.45
17866,1997-02-28,790.82,39.1,0.235,39.1,0.0059,17.45
17867,1997-03-01,757.12,26.48,0.173,26.48,-0.0426,-8.04
17897,1997-03-31,757.12,26.48,0.173,26.48,-0.0426,-8.04
17898,1997-04-01,801.34,37.07,0.225,37.07,0.0584,45.03
17927,1997-04-30,801.34,37.07,0.225,37.07,0.0584,45.03
17928,1997-05-01,848.28,45.82,0.268,45.82,0.0586,45.14
17958,1997-05-31,848.28,45.82,0.268,45.82,0.0586,45.14
17959,1997-06-01,885.14,56.42,0.32,56.42,0.0435,37.2
17988,1997-06-30,885.14,56.42,0.32,56.42,0.0435,37.2
17989,1997-07-01,954.29,91.24,0.491,91.24,0.0781,55.39
18019,1997-07-31,954.29,91.24,0.491,91.24,0.0781,55.39
18020,1997-08-01,899.47,68.64,0.38,68.64,-0.0574,-15.82
18050,1997-08-31,899.47,68.64,0.38,68.64,-0.0574,-15.82
18051,1997-09-01,947.28,68.23,0.378,68.23,0.0532,42.3
18080,1997-09-30,947.28,68.23,0.378,68.23,0.0532,42.3
18081,1997-10-01,914.62,51.73,0.297,51.73,-0.0345,-3.78
18111,1997-10-31,914.62,51.73,0.297,51.73,-0.0345,-3.78
18112,1997-11-01,955.4,44.6,0.262,44.6,0.0446,37.78
18141,1997-11-30,955.4,44.6,0.262,44.6,0.0446,37.78
18142,1997-12-01,970.43,54.38,0.31,54.38,0.0157,22.6
18172,1997-12-31,970.43,54.38,0.31,54.38,0.0157,22.6
18173,1998-01-01,980.28,41.55,0.247,41.55,0.0102,19.71
18203,1998-01-31,980.28,41.55,0.247,41.55,0.0102,19.71
18204,1998-02-01,1049.34,57.84,0.327,57.84,0.0704,51.34
18231,1998-02-28,1049.34,57.84,0.327,57.84,0.0704,51.34
18232,1998-03-01,1101.75,83.91,0.455,83.91,0.0499,40.57
18262,1998-03-31,1101.75,83.91,0.455,83.91,0.0499,40.57
18263,1998-04-01,1111.75,70.06,0.387,70.06,0.0091,19.13
18292,1998-04-30,1111.75,70.06,0.387,70.06,0.0091,19.13
18293,1998-05-01,1090.82,49.49,0.286,49.49,-0.0188,4.47
18323,1998-05-31,1090.82,49.49,0.286,49.49,-0.0188,4.47
18324,1998-06-01,1133.84,48.47,0.281,48.47,0.0394,35.05
18353,1998-06-30,1133.84,48.47,0.281,48.47,0.0394,35.05
18354,1998-07-01,1120.67,26.68,0.174,26.68,-0.0116,8.25
18384,1998-07-31,1120.67,26.68,0.174,26.68,-0.0116,8.25
18385,1998-08-01,957.28,4.28,0.064,4.28,-0.1458,-62.27
18415,1998-08-31,957.28,4.28,0.064,4.28,-0.1458,-62.27
18416,1998-09-01,1017.01,6.31,0.074,6.31,0.0624,47.14
18445,1998-09-30,1017.01,6.31,0.074,6.31,0.0624,47.14
18446,1998-10-01,1098.67,32.18,0.201,32.18,0.0803,56.54
18476,1998-10-31,1098.67,32.18,0.201,32.18,0.0803,56.54
18477,1998-11-01,1163.63,35.64,0.218,35.64,0.0591,45.4
18506,1998-11-30,1163.63,35.64,0.218,35.64,0.0591,45.4
18507,1998-12-01,1229.23,45.62,0.267,45.62,0.0564,43.98
18537,1998-12-31,1229.23,45.62,0.267,45.62,0.0564,43.98
18538,1999-01-01,1279.64,53.36,0.305,53.36,0.041,35.89
18568,1999-01-31,1279.64,53.36,0.305,53.36,0.041,35.89
18569,1999-02-01,1238.33,27.9,0.18,27.9,-0.0323,-2.63
18596,1999-02-28,1238.33,27.9,0.18,27.9,-0.0323,-2.63
18597,1999-03-01,1286.37,25.46,0.168,25.46,0.0388,34.73
18627,1999-03-31,1286.37,25.46,0.168,25.46,0.0388,34.73
18628,1999-04-01,1335.18,32.18,0.201,32.18,0.0379,34.26
18657,1999-04-30,1335.18,32.18,0.201,32.18,0.0379,34.26
18658,1999-05-01,1301.84,30.75,0.194,30.75,-0.025,1.21
18688,1999-05-31,1301.84,30.75,0.194,30.75,-0.025,1.21
18689,1999-06-01,1372.71,34.22,0.211,34.22,0.0544,42.93
18718,1999-06-30,1372.71,34.22,0.211,34.22,0.0544,42.93
18719,1999-07-01,1328.72,29.12,0.186,29.12,-0.032,-2.47
18749,1999-07-31,1328.72,29.12,0.186,29.12,-0.032,-2.47
18750,1999-08-01,1320.41,68.43,0.379,68.43,-0.0063,11.04
18780,1999-08-31,1320.41,68.43,0.379,68.43,-0.0063,11.04
18781,1999-09-01,1282.71,44.4,0.261,44.4,-0.0286,-0.68
18810,1999-09-30,1282.71,44.4,0.261,44.4,-0.0286,-0.68
18811,1999-10-01,1362.93,40.33,0.241,40.33,0.0625,47.19
18841,1999-10-31,1362.93,40.33,0.241,40.33,0.0625,47.19
18842,1999-11-01,1388.91,30.75,0.194,30.75,0.0191,24.38
18871,1999-11-30,1388.91,30.75,0.194,30.75,0.0191,24.38
18872,1999-12-01,1469.25,30.96,0.195,30.96,0.0578,44.72
18902,1999-12-31,1469.25,30.96,0.195,30.96,0.0578,44.72
18903,2000-01-01,1394.46,9.57,0.09,9.57,-0.0509,-12.4
18933,2000-01-31,1394.46,9.57,0.09,9.57,-0.0509,-12.4
18934,2000-02-01,1366.42,12.22,0.103,12.22,-0.0201,3.78
18962,2000-02-29,1366.42,12.22,0.103,12.22,-0.0201,3.78
18963,2000-03-01,1498.58,24.85,0.165,24.85,0.0967,65.16
18993,2000-03-31,1498.58,24.85,0.165,24.85,0.0967,65.16
18994,2000-04-01,1452.43,9.16,0.088,9.16,-0.0308,-1.84
19023,2000-04-30,1452.43,9.16,0.088,9.16,-0.0308,-1.84
19024,2000-05-01,1420.6,9.78,0.091,9.78,-0.0219,2.84
19054,2000-05-31,1420.6,9.78,0.091,9.78,-0.0219,2.84
19055,2000-06-01,1454.6,3.46,0.06,3.46,0.0239,26.9
19084,2000-06-30,1454.6,3.46,0.06,3.46,0.0239,26.9
19085,2000-07-01,1430.83,6.92,0.077,6.92,-0.0163,5.78
19115,2000-07-31,1430.83,6.92,0.077,6.92,-0.0163,5.78
19116,2000-08-01,1517.68,21.59,0.149,21.59,0.0607,46.24
19146,2000-08-31,1517.68,21.59,0.149,21.59,0.0607,46.24
19147,2000-09-01,1436.51,15.68,0.12,15.68,-0.0535,-13.77
19176,2000-09-30,1436.51,15.68,0.12,15.68,-0.0535,-13.77
19177,2000-10-01,1429.4,1.22,0.049,1.22,-0.0049,11.77
19207,2000-10-31,1429.4,1.22,0.049,1.22,-0.0049,11.77
19208,2000-11-01,1314.95,-19.55,-0.053,-19.55,-0.0801,-27.75
19237,2000-11-30,1314.95,-19.55,-0.053,-19.55,-0.0801,-27.75
19238,2000-12-01,1320.28,-29.33,-0.101,-29.33,0.0041,16.5
19268,2000-12-31,1320.28,-29.33,-0.101,-29.33,0.0041,16.5
19269,2001-01-01,1366.01,-12.83,-0.02,-12.83,0.0346,32.53
19299,2001-01-31,1366.01,-12.83,-0.02,-12.83,0.0346,32.53
19300,2001-02-01,1239.94,-27.7,-0.093,-27.7,-0.0923,-34.16
19327,2001-02-28,1239.94,-27.7,-0.093,-27.7,-0.0923,-34.16
19328,2001-03-01,1160.33,-54.79,-0.226,-54.79,-0.0642,-19.39
19358,2001-03-31,1160.33,-54.79,-0.226,-54.79,-0.0642,-19.39
19359,2001-04-01,1249.46,-37.27,-0.14,-37.27,0.0768,54.7
19388,2001-04-30,1249.46,-37.27,-0.14,-37.27,0.0768,54.7
19389,2001-05-01,1255.82,-32.38,-0.116,-32.38,0.0051,17.03
19419,2001-05-31,1255.82,-32.38,-0.116,-32.38,0.0051,17.03
19420,2001-06-01,1224.42,-40.94,-0.158,-40.94,-0.025,1.21
19449,2001-06-30,1224.42,-40.94,-0.158,-40.94,-0.025,1.21
19450,2001-07-01,1211.23,-40.12,-0.154,-40.12,-0.0108,8.67
19480,2001-07-31,1211.23,-40.12,-0.154,-40.12,-0.0108,8.67
19481,2001-08-01,1133.58,-60.29,-0.253,-60.29,-0.0641,-19.34
19511,2001-08-31,1133.58,-60.29,-0.253,-60.29,-0.0641,-19.34
19512,2001-09-01,1040.94,-64.77,-0.275,-64.77,-0.0817,-28.59
19541,2001-09-30,1040.94,-64.77,-0.275,-64.77,-0.0817,-28.59
19542,2001-10-01,1059.78,-61.51,-0.259,-61.51,0.0181,23.86
19572,2001-10-31,1059.78,-61.51,-0.259,-61.51,0.0181,23.86
19573,2001-11-01,1139.45,-36.05,-0.134,-36.05,0.0752,53.86
19602,2001-11-30,1139.45,-36.05,-0.134,-36.05,0.0752,53.86
19603,2001-12-01,1148.08,-35.23,-0.13,-35.23,0.0076,18.34
19633,2001-12-31,1148.08,-35.23,-0.13,-35.23,0.0076,18.34
19634,2002-01-01,1130.2,-43.99,-0.173,-43.99,-0.0156,6.15
19664,2002-01-31,1130.2,-43.99,-0.173,-43.99,-0.0156,6.15
19665,2002-02-01,1106.73,-30.55,-0.107,-30.55,-0.0208,3.42
19692,2002-02-28,1106.73,-30.55,-0.107,-30.55,-0.0208,3.42
19693,2002-03-01,1147.39,-11.0,-0.011,-11.0,0.0367,33.63
19723,2002-03-31,1147.39,-11.0,-0.011,-11.0,0.0367,33.63
19724,2002-04-01,1076.92,-36.86,-0.138,-36.86,-0.0614,-17.92
19753,2002-04-30,1076.92,-36.86,-0.138,-36.86,-0.0614,-17.92
19754,2002-05-01,1067.14,-39.31,-0.15,-39.31,-0.0091,9.56
19784,2002-05-31,1067.14,-39.31,-0.15,-39.31,-0.0091,9.56
19785,2002-06-01,989.81,-47.86,-0.192,-47.86,-0.0725,-23.75
19814,2002-06-30,989.81,-47.86,-0.192,-47.86,-0.0725,-23.75
19815,2002-07-01,911.62,-59.06,-0.247,-59.06,-0.079,-27.17
19845,2002-07-31,911.62,-59.06,-0.247,-59.06,-0.079,-27.17
19846,2002-08-01,916.07,-47.86,-0.192,-47.86,0.0049,16.92
19876,2002-08-31,916.07,-47.86,-0.192,-47.86,0.0049,16.92
19877,2002-09-01,815.28,-52.95,-0.217,-52.95,-0.11,-43.46
19906,2002-09-30,815.28,-52.95,-0.217,-52.95,-0.11,-43.46
19907,2002-10-01,885.76,-42.16,-0.164,-42.16,0.0864,59.75
19937,2002-10-31,885.76,-42.16,-0.164,-42.16,0.0864,59.75
19938,2002-11-01,936.31,-45.01,-0.178,-45.01,0.0571,44.35
19967,2002-11-30,936.31,-45.01,-0.178,-45.01,0.0571,44.35
19968,2002-12-01,879.82,-56.42,-0.234,-56.42,-0.0603,-17.34
19998,2002-12-31,879.82,-56.42,-0.234,-56.42,-0.0603,-17.34
19999,2003-01-01,855.7,-58.25,-0.243,-58.25,-0.0274,-0.05
20029,2003-01-31,855.7,-58.25,-0.243,-58.25,-0.0274,-0.05
20030,2003-02-01,841.15,-57.64,-0.24,-57.64,-0.017,5.41
20057,2003-02-28,841.15,-57.64,-0.24,-57.64,-0.017,5.41
20058,2003-03-01,848.18,-61.91,-0.261,-61.91,0.0084,18.76
20088,2003-03-31,848.18,-61.91,-0.261,-61.91,0.0084,18.76
20089,2003-04-01,916.92,-39.1,-0.149,-39.1,0.081,56.91
20118,2003-04-30,916.92,-39.1,-0.149,-39.1,0.081,56.91
20119,2003-05-01,963.59,-28.51,-0.097,-28.51,0.0509,41.09
20149,2003-05-31,963.59,-28.51,-0.097,-28.51,0.0509,41.09
20150,2003-06-01,974.5,-12.02,-0.016,-12.02,0.0113,20.28
20179,2003-06-30,974.5,-12.02,-0.016,-12.02,0.0113,20.28
20180,2003-07-01,990.31,8.76,0.086,8.76,0.0162,22.86
20210,2003-07-31,990.31,8.76,0.086,8.76,0.0162,22.86
20211,2003-08-01,1008.01,11.61,0.1,11.61,0.0179,23.75
20241,2003-08-31,1008.01,11.61,0.1,11.61,0.0179,23.75
20242,2003-09-01,995.97,36.46,0.222,36.46,-0.0119,8.09
20271,2003-09-30,995.97,36.46,0.222,36.46,-0.0119,8.09
20272,2003-10-01,1050.71,29.12,0.186,29.12,0.055,43.25
20302,2003-10-31,1050.71,29.12,0.186,29.12,0.055,43.25
20303,2003-11-01,1058.2,17.72,0.13,17.72,0.0071,18.08
20332,2003-11-30,1058.2,17.72,0.13,17.72,0.0071,18.08
20333,2003-12-01,1111.92,45.01,0.264,45.01,0.0508,41.04
20363,2003-12-31,1111.92,45.01,0.264,45.01,0.0508,41.04
20364,2004-01-01,1131.13,56.82,0.322,56.82,0.0173,23.44
20394,2004-01-31,1131.13,56.82,0.322,56.82,0.0173,23.44
20395,2004-02-01,1144.94,64.77,0.361,64.77,0.0122,20.76
20423,2004-02-29,1144.94,64.77,0.361,64.77,0.0122,20.76
20424,2004-03-01,1126.21,58.04,0.328,58.04,-0.0164,5.73
20454,2004-03-31,1126.21,58.04,0.328,58.04,-0.0164,5.73
20455,2004-04-01,1107.3,33.6,0.208,33.6,-0.0168,5.52
20484,2004-04-30,1107.3,33.6,0.208,33.6,-0.0168,5.52
20485,2004-05-01,1120.68,24.44,0.163,24.44,0.0121,20.7
20515,2004-05-31,1120.68,24.44,0.163,24.44,0.0121,20.7
20516,2004-06-01,1140.84,26.07,0.171,26.07,0.018,23.8
20545,2004-06-30,1140.84,26.07,0.171,26.07,0.018,23.8
20546,2004-07-01,1101.72,14.26,0.113,14.26,-0.0343,-3.68
20576,2004-07-31,1101.72,14.26,0.113,14.26,-0.0343,-3.68
20577,2004-08-01,1104.24,10.79,0.096,10.79,0.0023,15.55
20607,2004-08-31,1104.24,10.79,0.096,10.79,0.0023,15.55
20608,2004-09-01,1114.58,15.48,0.119,15.48,0.0094,19.29
20637,2004-09-30,1114.58,15.48,0.119,15.48,0.0094,19.29
20638,2004-10-01,1130.2,6.72,0.076,6.72,0.014,21.7
20668,2004-10-31,1130.2,6.72,0.076,6.72,0.014,21.7
20669,2004-11-01,1173.82,13.44,0.109,13.44,0.0386,34.63
20698,2004-11-30,1173.82,13.44,0.109,13.44,0.0386,34.63
20699,2004-12-01,1211.92,9.57,0.09,9.57,0.0325,31.42
20729,2004-12-31,1211.92,9.57,0.09,9.57,0.0325,31.42
20730,2005-01-01,1181.27,0.2,0.044,0.2,-0.0253,1.05
20760,2005-01-31,1181.27,0.2,0.044,0.2,-0.0253,1.05
20761,2005-02-01,1203.6,1.63,0.051,1.63,0.0189,24.28
20788,2005-02-28,1203.6,1.63,0.051,1.63,0.0189,24.28
20789,2005-03-01,1180.59,1.02,0.048,1.02,-0.0191,4.31
20819,2005-03-31,1180.59,1.02,0.048,1.02,-0.0191,4.31
20820,2005-04-01,1156.85,0.41,0.045,0.41,-0.0201,3.78
20849,2005-04-30,1156.85,0.41,0.045,0.41,-0.0201,3.78
20850,2005-05-01,1191.5,4.07,0.063,4.07,0.03,30.11
20880,2005-05-31,1191.5,4.07,0.063,4.07,0.03,30.11
20881,2005-06-01,1191.33,0.2,0.044,0.2,-0.0001,14.29
20910,2005-06-30,1191.33,0.2,0.044,0.2,-0.0001,14.29
20911,2005-07-01,1234.18,15.68,0.12,15.68,0.036,33.26
20941,2005-07-31,1234.18,15.68,0.12,15.68,0.036,33.26
20942,2005-08-01,1220.33,12.63,0.105,12.63,-0.0112,8.46
20972,2005-08-31,1220.33,12.63,0.105,12.63,-0.0112,8.46
20973,2005-09-01,1228.81,12.22,0.103,12.22,0.0069,17.97
21002,2005-09-30,1228.81,12.22,0.103,12.22,0.0069,17.97
21003,2005-10-01,1207.01,5.09,0.068,5.09,-0.0177,5.04
21033,2005-10-31,1207.01,5.09,0.068,5.09,-0.0177,5.04
21034,2005-11-01,1249.48,4.48,0.065,4.48,0.0352,32.84
21063,2005-11-30,1249.48,4.48,0.065,4.48,0.0352,32.84
21064,2005-12-01,1248.29,-2.65,0.03,-2.65,-0.001,13.82
21094,2005-12-31,1248.29,-2.65,0.03,-2.65,-0.001,13.82
21095,2006-01-01,1280.08,8.35,0.084,8.35,0.0255,27.75
21125,2006-01-31,1280.08,8.35,0.084,8.35,0.0255,27.75
21126,2006-02-01,1280.66,4.28,0.064,4.28,0.0005,14.61
21153,2006-02-28,1280.66,4.28,0.064,4.28,0.0005,14.61
21154,2006-03-01,1294.83,11.0,0.097,11.0,0.0111,20.18
21184,2006-03-31,1294.83,11.0,0.097,11.0,0.0111,20.18
21185,2006-04-01,1310.61,18.33,0.133,18.33,0.0122,20.76
21214,2006-04-30,1310.61,18.33,0.133,18.33,0.0122,20.76
21215,2006-05-01,1270.09,4.68,0.066,4.68,-0.0309,-1.89
21245,2006-05-31,1270.09,4.68,0.066,4.68,-0.0309,-1.89
21246,2006-06-01,1270.2,4.68,0.066,4.68,0.0001,14.4
21275,2006-06-30,1270.2,4.68,0.066,4.68,0.0001,14.4
21276,2006-07-01,1276.66,-1.83,0.034,-1.83,0.0051,17.03
21306,2006-07-31,1276.66,-1.83,0.034,-1.83,0.0051,17.03
21307,2006-08-01,1303.82,5.09,0.068,5.09,0.0213,25.54
21337,2006-08-31,1303.82,5.09,0.068,5.09,0.0213,25.54
21338,2006-09-01,1335.85,8.96,0.087,8.96,0.0246,27.27
21367,2006-09-30,1335.85,8.96,0.087,8.96,0.0246,27.27
21368,2006-10-01,1377.94,20.16,0.142,20.16,0.0315,30.9
21398,2006-10-31,1377.94,20.16,0.142,20.16,0.0315,30.9
21399,2006-11-01,1400.63,15.89,0.121,15.89,0.0165,23.02
21428,2006-11-30,1400.63,15.89,0.121,15.89,0.0165,23.02
21429,2006-12-01,1418.3,18.94,0.136,18.94,0.0126,20.97
21459,2006-12-31,1418.3,18.94,0.136,18.94,0.0126,20.97
21460,2007-01-01,1438.24,16.5,0.124,16.5,0.0141,21.76
