Day,Date,ISM Manufacturing,GDP q/q,S&P500,S&P500 y/y,S&P500 m/m,GDP q/q norm,S&P500 norm,S&P500 m/m norm,S&P500 m/m norm_1
11811,1980-08-01,45.5,-0.08,122.38,11.95%,0.58%,,,,
11841,1980-08-31,45.5,-0.08,122.38,11.95%,0.58%,,,,
11842,1980-09-01,50.1,-0.08,125.46,14.76%,2.52%,,,,
11871,1980-09-30,50.1,-0.005,125.46,14.76%,2.52%,,,,
11872,1980-10-01,55.5,-0.005,127.47,25.19%,1.60%,,,,
11902,1980-10-31,55.5,-0.005,127.47,25.19%,1.60%,,,,
11903,1980-11-01,58.2,-0.005,140.52,32.37%,10.24%,,,,
11932,1980-11-30,58.2,-0.005,140.52,32.37%,10.24%,,,,
11933,1980-12-01,53.0,-0.005,135.76,25.77%,-3.39%,,,,
11963,1980-12-31,53.0,0.077,135.76,25.77%,-3.39%,,,,
11964,1981-01-01,49.2,0.077,129.55,13.48%,-4.57%,,,,
11994,1981-01-31,49.2,0.077,129.55,13.48%,-4.57%,,,,
11995,1981-02-01,48.8,0.077,131.27,15.49%,1.33%,,,,
12022,1981-02-28,48.8,0.077,131.27,15.49%,1.33%,,,,
12023,1981-03-01,49.6,0.077,136.0,33.22%,3.60%,,,,
12053,1981-03-31,49.6,0.081,136.0,33.22%,3.60%,,,,
12054,1981-04-01,51.6,0.081,132.81,24.95%,-2.35%,,,,
12083,1981-04-30,51.6,0.081,132.81,24.95%,-2.35%,,,,
12084,1981-05-01,53.5,0.081,132.59,19.19%,-0.17%,,,,
12114,1981-05-31,53.5,0.081,132.59,19.19%,-0.17%,,,,
12115,1981-06-01,50.7,0.081,131.21,14.85%,-1.04%,,,,
12144,1981-06-30,50.7,-0.029,131.21,14.85%,-1.04%,,,,
12145,1981-07-01,46.7,-0.029,130.92,7.60%,-0.22%,,,,
12175,1981-07-31,46.7,-0.029,130.92,7.60%,-0.22%,,,,
12176,1981-08-01,48.3,-0.029,122.79,0.34%,-6.21%,,,,
12206,1981-08-31,48.3,-0.029,122.79,0.34%,-6.21%,,,,
12207,1981-09-01,42.5,-0.029,116.18,-7.40%,-5.38%,,,,
12236,1981-09-30,42.5,0.049,116.18,-7.40%,-5.38%,,,,
12237,1981-10-01,40.0,0.049,121.89,-4.38%,4.91%,,,,
12267,1981-10-31,40.0,0.049,121.89,-4.38%,4.91%,,,,
12268,1981-11-01,36.1,0.049,126.35,-10.08%,3.66%,,,,
12297,1981-11-30,36.1,0.049,126.35,-10.08%,3.66%,,,,
12298,1981-12-01,37.8,0.049,122.55,-9.73%,-3.01%,,,,
12328,1981-12-31,37.8,-0.043,122.55,-9.73%,-3.01%,,,,
12329,1982-01-01,38.2,-0.043,120.4,-7.06%,-1.75%,,,,
12359,1982-01-31,38.2,-0.043,120.4,-7.06%,-1.75%,,,,
12360,1982-02-01,38.3,-0.043,113.11,-13.83%,-6.05%,,,,
12387,1982-02-28,38.3,-0.043,113.11,-13.83%,-6.05%,,,,
12388,1982-03-01,36.8,-0.043,111.96,-17.68%,-1.02%,,,,
12418,1982-03-31,36.8,-0.061,111.96,-17.68%,-1.02%,,,,
12419,1982-04-01,37.8,-0.061,116.44,-12.33%,4.00%,,,,
12448,1982-04-30,37.8,-0.061,116.44,-12.33%,4.00%,,,,
12449,1982-05-01,35.5,-0.061,111.88,-15.62%,-3.92%,,,,
12479,1982-05-31,35.5,-0.061,111.88,-15.62%,-3.92%,,,,
12480,1982-06-01,38.3,-0.061,109.61,-16.46%,-2.03%,,,,
12509,1982-06-30,38.3,0.018,109.61,-16.46%,-2.03%,,,,
12510,1982-07-01,38.4,0.018,107.09,-18.20%,-2.30%,,,,
12540,1982-07-31,38.4,0.018,107.09,-18.20%,-2.30%,,,,
12541,1982-08-01,38.3,0.018,119.51,-2.67%,11.60%,,,,
12571,1982-08-31,38.3,0.018,119.51,-2.67%,11.60%,,,,
12572,1982-09-01,38.8,0.018,120.42,3.65%,0.76%,,,,
12601,1982-09-30,38.8,-0.015,120.42,3.65%,0.76%,,,,
12602,1982-10-01,39.4,-0.015,133.71,9.70%,11.04%,,,,
12632,1982-10-31,39.4,-0.015,133.71,9.70%,11.04%,,,,
12633,1982-11-01,39.2,-0.015,138.54,9.65%,3.61%,,,,
12662,1982-11-30,39.2,-0.015,138.54,9.65%,3.61%,,,,
12663,1982-12-01,42.8,-0.015,140.64,14.76%,1.52%,,,,
12693,1982-12-31,42.8,0.002,140.64,14.76%,1.52%,,,,
12694,1983-01-01,46.0,0.002,145.3,20.68%,3.31%,,,,
12724,1983-01-31,46.0,0.002,145.3,20.68%,3.31%,,,,
12725,1983-02-01,54.4,0.002,148.06,30.90%,1.90%,,,,
12752,1983-02-28,54.4,0.002,148.06,30.90%,1.90%,,,,
12753,1983-03-01,53.9,0.002,152.96,36.62%,3.31%,,,,
12783,1983-03-31,53.9,0.054,152.96,36.62%,3.31%,,,,
12784,1983-04-01,54.2,0.054,164.42,41.21%,7.49%,,,,
12813,1983-04-30,54.2,0.054,164.42,41.21%,7.49%,,,,
12814,1983-05-01,56.1,0.054,162.39,45.15%,-1.23%,,,,
12844,1983-05-31,56.1,0.054,162.39,45.15%,-1.23%,,,,
12845,1983-06-01,57.5,0.054,168.11,53.37%,3.52%,,,,
12874,1983-06-30,57.5,0.094,168.11,53.37%,3.52%,,,,
12875,1983-07-01,63.6,0.094,162.56,51.80%,-3.30%,,,,
12905,1983-07-31,63.6,0.094,162.56,51.80%,-3.30%,,,,
12906,1983-08-01,63.1,0.094,164.4,37.56%,1.13%,,,,
12936,1983-08-31,63.1,0.094,164.4,37.56%,1.13%,,,,
12937,1983-09-01,62.5,0.094,166.07,37.91%,1.02%,,,,
12966,1983-09-30,62.5,0.082,166.07,37.91%,1.02%,,,,
12967,1983-10-01,64.4,0.082,163.55,22.32%,-1.52%,,,,
12997,1983-10-31,64.4,0.082,163.55,22.32%,-1.52%,,,,
12998,1983-11-01,66.0,0.082,166.4,20.11%,1.74%,,,,
13027,1983-11-30,66.0,0.082,166.4,20.11%,1.74%,,,,
13028,1983-12-01,69.9,0.082,164.93,17.27%,-0.88%,,,,
13058,1983-12-31,69.9,0.086,164.93,17.27%,-0.88%,,,,
13059,1984-01-01,60.5,0.086,163.41,12.46%,-0.92%,,,,
13089,1984-01-31,60.5,0.086,163.41,12.46%,-0.92%,,,,
13090,1984-02-01,61.3,0.086,157.06,6.08%,-3.89%,,,,
13118,1984-02-29,61.3,0.086,157.06,6.08%,-3.89%,,,,
13119,1984-03-01,58.9,0.086,159.18,4.07%,1.35%,,,,
13149,1984-03-31,58.9,0.081,159.18,4.07%,1.35%,,,,
13150,1984-04-01,61.0,0.081,160.05,-2.66%,0.55%,,,,
13179,1984-04-30,61.0,0.081,160.05,-2.66%,0.55%,,,,
13180,1984-05-01,58.6,0.081,150.55,-7.29%,-5.94%,,,,
13210,1984-05-31,58.6,0.081,150.55,-7.29%,-5.94%,,,,
13211,1984-06-01,58.1,0.081,153.18,-8.88%,1.75%,,,,
13240,1984-06-30,58.1,0.071,153.18,-8.88%,1.75%,,,,
13241,1984-07-01,56.1,0.071,150.66,-7.32%,-1.65%,,,,
13271,1984-07-31,56.1,0.071,150.66,-7.32%,-1.65%,,,,
13272,1984-08-01,53.0,0.071,166.68,1.39%,10.63%,,,,
13302,1984-08-31,53.0,0.071,166.68,1.39%,10.63%,,,,
13303,1984-09-01,50.0,0.071,166.1,0.02%,-0.35%,,,,
13332,1984-09-30,50.0,0.039,166.1,0.02%,-0.35%,,,,
13333,1984-10-01,50.8,0.039,166.09,1.55%,-0.01%,,,,
13363,1984-10-31,50.8,0.039,166.09,1.55%,-0.01%,,,,
13364,1984-11-01,50.3,0.039,163.58,-1.69%,-1.51%,,,,
13393,1984-11-30,50.3,0.039,163.58,-1.69%,-1.51%,,,,
13394,1984-12-01,50.6,0.039,167.24,1.40%,2.24%,,,,
13424,1984-12-31,50.6,0.033,167.24,1.40%,2.24%,,,,
13425,1985-01-01,50.3,0.033,179.63,9.93%,7.41%,,,,
13455,1985-01-31,50.3,0.033,179.63,9.93%,7.41%,,,,
13456,1985-02-01,49.9,0.033,181.18,15.36%,0.86%,,,,
13483,1985-02-28,49.9,0.033,181.18,15.36%,0.86%,,,,
13484,1985-03-01,47.8,0.033,180.66,13.49%,-0.29%,,,,
13514,1985-03-31,47.8,0.039,180.66,13.49%,-0.29%,,,,
13515,1985-04-01,48.2,0.039,179.83,12.36%,-0.46%,,,,
13544,1985-04-30,48.2,0.039,179.83,12.36%,-0.46%,,,,
13545,1985-05-01,47.1,0.039,189.55,25.91%,5.41%,,,,
13575,1985-05-31,47.1,0.039,189.55,25.91%,5.41%,,,,
13576,1985-06-01,47.8,0.039,191.85,25.24%,1.21%,,,,
13605,1985-06-30,47.8,0.036,191.85,25.24%,1.21%,,,,
13606,1985-07-01,47.9,0.036,190.92,26.72%,-0.48%,,,,
13636,1985-07-31,47.9,0.036,190.92,26.72%,-0.48%,,,,
13637,1985-08-01,47.7,0.036,188.63,13.17%,-1.20%,,,,
13667,1985-08-31,47.7,0.036,188.63,13.17%,-1.20%,,,,
13668,1985-09-01,49.9,0.036,182.08,9.62%,-3.47%,,,,
13697,1985-09-30,49.9,0.062,182.08,9.62%,-3.47%,,,,
13698,1985-10-01,50.9,0.062,189.82,14.29%,4.25%,,,,
13728,1985-10-31,50.9,0.062,189.82,14.29%,4.25%,,,,
13729,1985-11-01,52.0,0.062,202.17,23.59%,6.51%,,,,
13758,1985-11-30,52.0,0.062,202.17,23.59%,6.51%,,,,
13759,1985-12-01,50.7,0.062,211.28,26.33%,4.51%,,,,
13789,1985-12-31,50.7,0.03,211.28,26.33%,4.51%,,,,
13790,1986-01-01,51.2,0.03,211.78,17.90%,0.24%,,,,
13820,1986-01-31,51.2,0.03,211.78,17.90%,0.24%,,,,
13821,1986-02-01,51.0,0.03,226.92,25.25%,7.15%,,,,
13848,1986-02-28,51.0,0.03,226.92,25.25%,7.15%,,,,
13849,1986-03-01,51.0,0.03,238.9,32.24%,5.28%,,,,
13879,1986-03-31,51.0,0.038,238.9,32.24%,5.28%,,,,
13880,1986-04-01,49.7,0.038,235.52,30.97%,-1.41%,,,,
13909,1986-04-30,49.7,0.038,235.52,30.97%,-1.41%,,,,
13910,1986-05-01,53.4,0.038,247.35,30.49%,5.02%,,,,
13940,1986-05-31,53.4,0.038,247.35,30.49%,5.02%,,,,
13941,1986-06-01,50.5,0.038,250.84,30.75%,1.41%,,,,
13970,1986-06-30,50.5,0.018,250.84,30.75%,1.41%,,,,
13971,1986-07-01,48.0,0.018,236.12,23.67%,-5.87%,,,,
14001,1986-07-31,48.0,0.018,236.12,23.67%,-5.87%,,,,
14002,1986-08-01,52.6,0.018,252.93,34.09%,7.12%,,,,
14032,1986-08-31,52.6,0.018,252.93,34.09%,7.12%,,,,
14033,1986-09-01,52.4,0.018,231.32,27.04%,-8.54%,,,,
14062,1986-09-30,52.4,0.039,231.32,27.04%,-8.54%,,,,
14063,1986-10-01,51.2,0.039,243.98,28.53%,5.47%,,,,
14093,1986-10-31,51.2,0.039,243.98,28.53%,5.47%,,,,
14094,1986-11-01,51.2,0.039,249.22,23.27%,2.15%,,,,
14123,1986-11-30,51.2,0.039,249.22,23.27%,2.15%,,,,
14124,1986-12-01,50.5,0.039,242.17,14.62%,-2.83%,,,,
14154,1986-12-31,50.5,0.022,242.17,14.62%,-2.83%,,,,
14155,1987-01-01,54.9,0.022,274.08,29.42%,13.18%,,,,
14185,1987-01-31,54.9,0.022,274.08,29.42%,13.18%,,,,
14186,1987-02-01,52.6,0.022,284.2,25.24%,3.69%,,,,
14213,1987-02-28,52.6,0.022,284.2,25.24%,3.69%,,,,
14214,1987-03-01,55.0,0.022,291.7,22.10%,2.64%,,,,
14244,1987-03-31,55.0,0.03,291.7,22.10%,2.64%,,,,
14245,1987-04-01,55.5,0.03,288.36,22.44%,-1.15%,,,,
14274,1987-04-30,55.5,0.03,288.36,22.44%,-1.15%,,,,
14275,1987-05-01,57.2,0.03,290.1,17.28%,0.60%,,,,
14305,1987-05-31,57.2,0.03,290.1,17.28%,0.60%,,,,
14306,1987-06-01,57.4,0.03,304.0,21.19%,4.79%,,,,
14335,1987-06-30,57.4,0.044,304.0,21.19%,4.79%,,,,
14336,1987-07-01,57.5,0.044,318.66,34.96%,4.82%,,,,
14366,1987-07-31,57.5,0.044,318.66,34.96%,4.82%,,,,
14367,1987-08-01,59.3,0.044,329.8,30.39%,3.50%,,,,
14397,1987-08-31,59.3,0.044,329.8,30.39%,3.50%,,,,
14398,1987-09-01,60.0,0.044,321.83,39.13%,-2.42%,,,,
14427,1987-09-30,60.0,0.035,321.83,39.13%,-2.42%,,,,
14428,1987-10-01,60.7,0.035,251.79,3.20%,-21.76%,,,,
14458,1987-10-31,60.7,0.035,251.79,3.20%,-21.76%,,,,
14459,1987-11-01,58.8,0.035,230.3,-7.59%,-8.53%,,,,
14488,1987-11-30,58.8,0.035,230.3,-7.59%,-8.53%,,,,
14489,1987-12-01,61.0,0.035,247.08,2.03%,7.29%,,,,
14519,1987-12-31,61.0,0.07,247.08,2.03%,7.29%,,,,
14520,1988-01-01,57.5,0.07,257.07,-6.21%,4.04%,,,,
14550,1988-01-31,57.5,0.07,257.07,-6.21%,4.04%,,,,
14551,1988-02-01,56.2,0.07,267.82,-5.76%,4.18%,,,,
14579,1988-02-29,56.2,0.07,267.82,-5.76%,4.18%,,,,
14580,1988-03-01,54.6,0.07,258.89,-11.25%,-3.33%,,,,
14610,1988-03-31,54.6,0.021,258.89,-11.25%,-3.33%,,,,
14611,1988-04-01,55.8,0.021,261.33,-9.37%,0.94%,,,,
14640,1988-04-30,55.8,0.021,261.33,-9.37%,0.94%,,,,
14641,1988-05-01,55.5,0.021,262.16,-9.63%,0.32%,,,,
14671,1988-05-31,55.5,0.021,262.16,-9.63%,0.32%,,,,
14672,1988-06-01,59.3,0.021,273.5,-10.03%,4.33%,,,,
14701,1988-06-30,59.3,0.054,273.5,-10.03%,4.33%,,,,
14702,1988-07-01,58.2,0.054,272.02,-14.64%,-0.54%,,,,
14732,1988-07-31,58.2,0.054,272.02,-14.64%,-0.54%,,,,
14733,1988-08-01,56.0,0.054,261.52,-20.70%,-3.86%,,,,
14763,1988-08-31,56.0,0.054,261.52,-20.70%,-3.86%,,,,
14764,1988-09-01,54.5,0.054,271.91,-15.51%,3.97%,,,,
14793,1988-09-30,54.5,0.024,271.91,-15.51%,3.97%,,,,
14794,1988-10-01,55.4,0.024,278.97,10.79%,2.60%,,,,
14824,1988-10-31,55.4,0.024,278.97,10.79%,2.60%,,,,
14825,1988-11-01,55.6,0.024,273.7,18.84%,-1.89%,,,,
14854,1988-11-30,55.6,0.024,273.7,18.84%,-1.89%,,,,
14855,1988-12-01,56.0,0.024,277.72,12.40%,1.47%,,,,
14885,1988-12-31,56.0,0.054,277.72,12.40%,1.47%,,,,
14886,1989-01-01,54.7,0.054,297.47,15.72%,7.11%,,,,
14916,1989-01-31,54.7,0.054,297.47,15.72%,7.11%,,,,
14917,1989-02-01,54.1,0.054,288.86,7.86%,-2.89%,,,,
14944,1989-02-28,54.1,0.054,288.86,7.86%,-2.89%,,,,
14945,1989-03-01,51.5,0.054,294.87,13.90%,2.08%,,,,
14975,1989-03-31,51.5,0.041,294.87,13.90%,2.08%,,,,
14976,1989-04-01,52.2,0.041,309.64,18.49%,5.01%,,,,
15005,1989-04-30,52.2,0.041,309.64,18.49%,5.01%,,,,
15006,1989-05-01,49.3,0.041,320.52,22.26%,3.51%,,,,
15036,1989-05-31,49.3,0.041,320.52,22.26%,3.51%,,,,
15037,1989-06-01,47.3,0.041,317.98,16.26%,-0.79%,,,,
15066,1989-06-30,47.3,0.031,317.98,16.26%,-0.79%,,,,
15067,1989-07-01,45.9,0.031,346.08,27.23%,8.84%,,,,
15097,1989-07-31,45.9,0.031,346.08,27.23%,8.84%,,,,
15098,1989-08-01,45.1,0.031,351.45,34.39%,1.55%,,,,
15128,1989-08-31,45.1,0.031,351.45,34.39%,1.55%,,,,
15129,1989-09-01,46.0,0.031,349.15,28.41%,-0.65%,,,,
15158,1989-09-30,46.0,0.03,349.15,28.41%,-0.65%,,,,
15159,1989-10-01,46.8,0.03,340.36,22.01%,-2.52%,,,,
15189,1989-10-31,46.8,0.03,340.36,22.01%,-2.52%,,,,
15190,1989-11-01,46.8,0.03,345.99,26.41%,1.65%,,,,
15219,1989-11-30,46.8,0.03,345.99,26.41%,1.65%,,,,
15220,1989-12-01,47.4,0.03,353.4,27.25%,2.14%,,,,
15250,1989-12-31,47.4,0.008,353.4,27.25%,2.14%,,,,
15251,1990-01-01,47.2,0.008,329.08,10.63%,-6.88%,,,,
15281,1990-01-31,47.2,0.008,329.08,10.63%,-6.88%,,,,
15282,1990-02-01,49.1,0.008,331.89,14.90%,0.85%,,,,
15309,1990-02-28,49.1,0.008,331.89,14.90%,0.85%,,,,
15310,1990-03-01,49.9,0.008,339.94,15.28%,2.43%,,,,
15340,1990-03-31,49.9,0.044,339.94,15.28%,2.43%,,,,
15341,1990-04-01,50.0,0.044,330.8,6.83%,-2.69%,,,,
15370,1990-04-30,50.0,0.044,330.8,6.83%,-2.69%,,,,
15371,1990-05-01,49.5,0.044,361.23,12.70%,9.20%,,,,
15401,1990-05-31,49.5,0.044,361.23,12.70%,9.20%,,,,
15402,1990-06-01,49.2,0.044,358.02,12.59%,-0.89%,,,,
15431,1990-06-30,49.2,0.015,358.02,12.59%,-0.89%,,,,
15432,1990-07-01,46.6,0.015,356.15,2.91%,-0.52%,,,,
15462,1990-07-31,46.6,0.015,356.15,2.91%,-0.52%,,,,
15463,1990-08-01,46.1,0.015,322.56,-8.22%,-9.43%,,,,
15493,1990-08-31,46.1,0.015,322.56,-8.22%,-9.43%,,,,
15494,1990-09-01,44.5,0.015,306.05,-12.34%,-5.12%,,,,
15523,1990-09-30,44.5,0.003,306.05,-12.34%,-5.12%,,,,
15524,1990-10-01,43.2,0.003,304.0,-10.68%,-0.67%,,,,
15554,1990-10-31,43.2,0.003,304.0,-10.68%,-0.67%,,,,
15555,1990-11-01,41.3,0.003,322.22,-6.87%,5.99%,,,,
15584,1990-11-30,41.3,0.003,322.22,-6.87%,5.99%,,,,
15585,1990-12-01,40.8,0.003,330.22,-6.56%,2.48%,,,,
15615,1990-12-31,40.8,-0.036,330.22,-6.56%,2.48%,,,,
15616,1991-01-01,39.2,-0.036,343.93,4.51%,4.15%,,,,
15646,1991-01-31,39.2,-0.036,343.93,4.51%,4.15%,,,,
15647,1991-02-01,39.4,-0.036,367.07,10.60%,6.73%,,,,
15674,1991-02-28,39.4,-0.036,367.07,10.60%,6.73%,,,,
15675,1991-03-01,40.7,-0.036,375.22,10.38%,2.22%,,,,
15705,1991-03-31,40.7,-0.019,375.22,10.38%,2.22%,,,,
15706,1991-04-01,42.8,-0.019,375.35,13.47%,0.03%,,,,
15735,1991-04-30,42.8,-0.019,375.35,13.47%,0.03%,,,,
15736,1991-05-01,44.5,-0.019,389.83,7.92%,3.86%,,,,
15766,1991-05-31,44.5,-0.019,389.83,7.92%,3.86%,,,,
15767,1991-06-01,50.3,-0.019,371.16,3.67%,-4.79%,,,,
15796,1991-06-30,50.3,0.032,371.16,3.67%,-4.79%,,,,
15797,1991-07-01,50.6,0.032,387.81,8.89%,4.49%,,,,
15827,1991-07-31,50.6,0.032,387.81,8.89%,4.49%,,,,
15828,1991-08-01,52.9,0.032,395.43,22.59%,1.96%,,,,
15858,1991-08-31,52.9,0.032,395.43,22.59%,1.96%,,,,
15859,1991-09-01,54.9,0.032,387.86,26.73%,-1.91%,,,,
15888,1991-09-30,54.9,0.02,387.86,26.73%,-1.91%,,,,
15889,1991-10-01,53.1,0.02,392.46,29.10%,1.19%,,,,
15919,1991-10-31,53.1,0.02,392.46,29.10%,1.19%,,,,
15920,1991-11-01,49.5,0.02,375.22,16.45%,-4.39%,,,,
15949,1991-11-30,49.5,0.02,375.22,16.45%,-4.39%,,,,
15950,1991-12-01,46.8,0.02,417.09,26.31%,11.16%,,,,
15980,1991-12-31,46.8,0.014,417.09,26.31%,11.16%,,,,
15981,1992-01-01,47.3,0.014,408.79,18.86%,-1.99%,,,,
16011,1992-01-31,47.3,0.014,408.79,18.86%,-1.99%,,,,
16012,1992-02-01,52.7,0.014,412.7,12.43%,0.96%,,,,
16040,1992-02-29,52.7,0.014,412.7,12.43%,0.96%,,,,
16041,1992-03-01,54.6,0.014,403.69,7.59%,-2.18%,,,,
16071,1992-03-31,54.6,0.049,403.69,7.59%,-2.18%,,,,
16072,1992-04-01,52.6,0.049,414.95,10.55%,2.79%,,,,
16101,1992-04-30,52.6,0.049,414.95,10.55%,2.79%,,,,
16102,1992-05-01,55.7,0.049,415.35,6.55%,0.10%,,,,
16132,1992-05-31,55.7,0.049,415.35,6.55%,0.10%,,,,
16133,1992-06-01,53.6,0.049,408.14,9.96%,-1.74%,,,,
16162,1992-06-30,53.6,0.044,408.14,9.96%,-1.74%,,,,
16163,1992-07-01,53.9,0.044,424.21,9.39%,3.94%,,,,
16193,1992-07-31,53.9,0.044,424.21,9.39%,3.94%,,,,
16194,1992-08-01,53.4,0.044,414.03,4.70%,-2.40%,,,,
16224,1992-08-31,53.4,0.044,414.03,4.70%,-2.40%,,,,
16225,1992-09-01,49.7,0.044,417.8,7.72%,0.91%,,,,
16254,1992-09-30,49.7,0.04,417.8,7.72%,0.91%,,,,
16255,1992-10-01,50.3,0.04,418.68,6.68%,0.21%,,,,
16285,1992-10-31,50.3,0.04,418.68,6.68%,0.21%,,,,
16286,1992-11-01,53.6,0.04,431.35,14.96%,3.03%,,,,
16315,1992-11-30,53.6,0.04,431.35,14.96%,3.03%,,,,
16316,1992-12-01,54.2,0.04,435.71,4.46%,1.01%,,,,
16346,1992-12-31,54.2,0.042,435.71,4.46%,1.01%,,,,
16347,1993-01-01,55.8,0.042,438.78,7.34%,0.70%,,,,
16377,1993-01-31,55.8,0.042,438.78,7.34%,0.70%,,,,
16378,1993-02-01,55.2,0.042,443.38,7.43%,1.05%,,,,
16405,1993-02-28,55.2,0.042,443.38,7.43%,1.05%,,,,
16406,1993-03-01,53.5,0.042,451.67,11.89%,1.87%,,,,
16436,1993-03-31,53.5,0.007,451.67,11.89%,1.87%,,,,
16437,1993-04-01,50.2,0.007,440.19,6.08%,-2.54%,,,,
16466,1993-04-30,50.2,0.007,440.19,6.08%,-2.54%,,,,
16467,1993-05-01,51.2,0.007,450.19,8.39%,2.27%,,,,
16497,1993-05-31,51.2,0.007,450.19,8.39%,2.27%,,,,
16498,1993-06-01,49.6,0.007,450.53,10.39%,0.08%,,,,
16527,1993-06-30,49.6,0.023,450.53,10.39%,0.08%,,,,
16528,1993-07-01,50.2,0.023,448.13,5.64%,-0.53%,,,,
16558,1993-07-31,50.2,0.023,448.13,5.64%,-0.53%,,,,
16559,1993-08-01,50.7,0.023,463.56,11.96%,3.44%,,,,
16589,1993-08-31,50.7,0.023,463.56,11.96%,3.44%,,,,
16590,1993-09-01,50.8,0.023,458.93,9.84%,-1.00%,,,,
16619,1993-09-30,50.8,0.019,458.93,9.84%,-1.00%,,,,
16620,1993-10-01,53.4,0.019,467.83,11.74%,1.94%,,,,
16650,1993-10-31,53.4,0.019,467.83,11.74%,1.94%,,,,
16651,1993-11-01,53.8,0.019,461.79,7.06%,-1.29%,,,,
